,Subtype,AGR2,AHNAK2,AIM2,ATP10B,CALHM6,CAPN8,CAV1,CEACAM5,CEACAM6,CEL,CELA3A,CFTR,CKS2,CPB1,CTRB2,ELF3,ERBB3,FERMT1,FOXQ1,FXYD3,GP2,GPM6B,GPRC5A,GPX2,HK2,HMMR,KRT14,LGALS4,LOX,MUC13,NT5E,PAPPA,PHLDA1,PLS1,PMAIP1,PRSS1,PRSS2,REG1A,REG1B,REG3A,S100A2,S100P,SDR16C5,SLC16A1,SLC2A3,SLC3A1,SLC4A4,SLC5A3,SPINK1,ST6GALNAC1,TFF1,TFF3,TMEM45B,TOX3,TSPAN8,TWIST1
s11,Classical,2.75655302330887,2.31312158790305,-1.07306398631347,-0.0206518864350915,-0.952215067540335,1.50028787737769,1.38420488760371,2.35802842228253,3.58718580991254,-1.1680887782741,-1.55736906658422,1.29442850253192,-0.750944213739019,-1.42555018217636,-1.52741573635299,1.9109916158871,1.73050491609165,1.32391086932637,-0.329296546373538,0.121429173489626,-0.709781024784136,-0.874025725709915,1.70461557696718,1.12909224514374,1.13506765525406,-0.446802341944766,-1.52741573635299,2.25654978730141,1.02593316304229,1.98080322928798,0.917239456938535,0.699840381606772,1.26477522460976,1.18674195987494,-0.718693238537155,-1.05212386361138,-0.10805335824287,-0.929171727138523,-1.55736906658422,-1.46812476774024,-1.12276741912079,0.716643710495988,0.0852140947680256,1.31943310902538,1.68843205089585,-0.144192866971087,1.24996242284116,0.682037364552534,1.39068077983656,1.05900287785766,1.51224950525476,0.833305721793427,0.474352879636667,0.738365826669585,1.64918009895742,-0.935655398718489
s12,Classical,2.87109439120749,2.89630731266406,-1.53620393690031,1.21605148843056,-1.44051888509873,2.23984335166082,-0.0770269875016037,3.7052138391052,3.74410449904105,0.285215404296147,-1.29914393508077,1.58973391331733,-0.504008094599683,-0.43733067893046,-0.86581739143138,2.5925958693937,2.47743420246257,1.25099152089241,0.416015150082761,1.45488996790489,-0.265763895512789,-1.38497628170147,2.03611613331466,2.08562866921957,1.83055455208575,-0.345546237512102,-1.49807698331564,3.61179090284087,-0.137089084779986,2.15672822346829,0.984214665504229,-0.463529180128882,1.4197313776839,1.56914593507944,-0.839737724146972,0.618145039020596,1.64927019336077,0.791864976396209,-1.12671389306824,-1.17292614722877,-0.991379161058014,1.92100665959922,0.656651248389714,1.1036503228114,1.44907539503339,0.740198688366111,1.84409012836838,0.605417873036492,2.04576199785126,1.39639269006985,3.06011524344985,1.66676940974503,1.14099614192942,0.675475699605252,1.99232381395741,-1.18389404678059
s13,Classical,1.34358392891496,1.58602937621409,0.15832384936621,1.32189552099395,1.0119029871823,0.126767463730792,0.100245522608738,1.48004171703622,0.527801857055368,-1.43469862052311,-1.75754710461715,1.40207671563879,-0.446326572229649,-1.66136908915594,-1.75754710461715,0.844627945578841,1.73371734851509,1.57045361111783,-0.280478127991411,-0.087287120441275,-0.991888848837942,-0.673585567930463,0.558874518048961,1.57837723468954,0.700693612787646,0.337951119394505,-1.70891461102595,1.34584000856415,-0.0421101887630227,1.54190984169632,0.469902167608298,0.388727158263012,0.316016154561141,1.14077974738863,-0.825970191394847,-1.23648094659172,-0.983207678016753,0.51137240762031,-1.70891461102595,-1.37920028091064,-1.45141133817588,0.0751113878679601,-0.389669274511566,0.440629985986787,0.481791408142301,-1.40845956404008,0.323512716989215,0.601906987632902,1.38319097505462,-0.431973151060807,-0.402282267299456,-0.0421101887630227,0.886205453637386,0.454982986680623,2.17022970226204,-1.09687800597454
s14,Classical,2.92769390109704,2.81758783788593,-1.2623149650821,1.37350941956748,-1.45424910585659,1.93067586497861,0.474530380082751,3.63163113582949,3.66450796640537,-1.36229411823678,-1.6791495425107,0.518300812020143,-0.207450899411896,-1.56637487468516,-1.6791495425107,2.36986998473288,2.60188474593852,1.57001465252737,0.682651819909717,0.818133452292151,-1.48419369769842,-0.451660527325195,2.51938485144439,1.85120963971511,1.0046314533438,0.0295608395250792,-0.699448959432631,2.05278648854441,0.537523754712039,1.78688233029074,0.778793917388615,0.803851188532397,1.23617434578138,1.13636308274814,-0.254586806805257,-0.642842730265149,-0.167768086349734,-1.56637487468516,-1.6791495425107,-1.56637487468516,-1.00668867118229,1.24878248727911,0.772551072818258,1.20017445903486,1.65940123962501,-1.19574976294504,0.049991023875222,1.22232517329558,1.56873533126821,0.932050502336625,2.11415678092247,0.796605027699258,0.356556875653742,0.747686244778253,2.32374994921259,-0.344750509550065
s15,Classical,2.83795151505844,2.94550823413419,-1.12557185283886,0.849518871317849,-0.731918688715758,3.08253603920403,0.281633580028281,3.56827099774253,3.47698911808974,-1.32925891191977,-1.56824248515757,1.03094034764638,0.0316415095107517,-1.53348841275419,-1.56824248515757,2.62482740139357,2.36755499003892,1.46053659459648,0.464729087516925,1.58814732435828,-1.44696981393341,-1.37505356101128,2.36979111754845,1.97175921485222,1.15551628935288,-0.543630034281618,-1.43064173703837,2.66622534546697,-0.434074620502879,1.71510075640469,0.193884942610818,0.106746576125333,1.37514158766178,0.8618573647342,-0.734890692857684,-0.635927221704901,0.0171734713536447,0.257746004718294,-1.56824248515757,-1.56824248515757,0.243727285933895,2.26479673043446,0.396673622158629,0.563976542253847,1.13968387291968,-0.530523328634665,0.517279606848963,-0.0417435302033584,2.66600720526096,1.18025896293613,2.90296036538216,1.60985489970545,0.664214384982655,0.182403461196493,2.78190731790272,0.190841311320619
s16,Classical,1.83268652469435,2.91846630016621,-0.514429097765587,0.305762868408335,-1.08940783334043,1.93849791001461,1.26760786032825,1.21732517116986,2.41671043451639,-0.298316140929669,-1.41117681384443,1.23948869159947,0.138850180769602,-1.11006918806884,-0.813007964653412,2.09632149260182,2.39112295763271,0.953045494198145,0.0934468013010057,1.33448391997699,-0.972747277907258,-0.904808497434822,2.44298370319771,1.48289243429449,1.19046656956786,-0.034084290775025,2.48952500325566,1.92796510533149,0.927463348198471,0.710492944775019,1.83131724900016,-0.07414677465081,1.16021819526899,1.24887602770367,-0.157253828064037,-0.0162582806103071,1.19757699396277,1.50243564545652,-1.15439145644375,-0.630406620675175,2.04431124495362,0.944047153550785,0.586288284409229,1.0061603819874,0.711168014776864,0.315159172110886,0.861456674336302,0.801754139813136,2.30471517499809,0.443620524703556,0.966218530217376,-0.850600285493742,0.146268296623221,-0.268526515567698,2.16189849628054,-0.315120662172327
s17,Classical,2.00400441227698,2.96541925434518,-1.33677160399978,-0.736024915196604,-1.34834785582639,0.932990234876631,1.48541701739177,0.441070262458003,2.74361305298977,-1.3739592719518,-1.47235468238612,-0.715263424445356,0.0864014207090425,-1.47235468238612,-1.47235468238612,1.93336616558865,2.25213848027044,1.68466045166722,0.687499167151998,1.43030994549582,-1.47235468238612,-1.11593273166652,2.64274792428981,0.573817272039363,1.34622738871085,0.135995283778955,-0.398579062611241,0.299839208717203,1.08385440287055,-0.408191905609212,1.15814415248694,0.71450643899517,1.33902251871465,1.29946891361967,-0.330024600431519,-1.23807009690912,-0.973559643306086,-1.44418269515902,-1.54045691002979,-1.47235468238612,-0.665322869775259,1.38586899688171,0.502679201123841,0.946503403702515,1.56203866836211,-1.34834785582639,-0.220348419495333,0.931383369081571,0.12471417538994,0.423551430928409,-0.661172261622635,-1.05405080193448,-0.0992992408041218,0.367323324013022,1.91727277555551,-0.344935286649538
s18,Classical,3.26070602058653,2.35746444628651,-0.967594925325116,1.66088411806992,-1.38178474518037,1.99664176451546,0.542643055708059,4.05688008640862,3.68229387159123,-1.35057007720409,-1.55360395877005,0.520587208037768,-0.0126321987794268,-1.43128676290081,-1.55360395877005,2.46091945394768,2.38795955593187,0.778264509243809,0.210727135454461,1.61487083704633,-0.935527764506196,-1.55360395877005,2.67870399387881,1.55209249404176,1.81196683086668,-0.444981110485381,-1.461636005059,2.87515373158459,0.2807088720124,2.70001466359852,0.717383748394215,0.269240704048644,1.75369458216332,1.4012529378307,-0.701167011403506,-1.29723521750428,-0.93899635149122,-0.74907791270845,-1.55360395877005,-1.55360395877005,0.609766128211375,2.04713707586326,1.1450953621347,0.36198837222086,2.06689770628574,-0.37185436079783,0.604293822974815,0.817244722488628,2.18798854076862,1.37343541596877,2.93406850325403,2.47323317856042,1.08351588951728,0.45762497015645,2.57184521212141,-0.225382606159869
s19,Classical,2.64666760044939,2.53017655213426,-1.34843817023853,1.39123904494426,-1.27271982216013,1.82414444553759,0.784763189150643,3.90211607982981,3.62008351510584,-0.966969879833642,-1.62746527008315,1.14021121438988,-0.564781017648312,-1.46036349073546,-1.52393692284892,2.27788441655149,1.97870466704144,1.51415853542451,0.356083557575241,0.91472797904634,-1.12038369992621,-1.20931130507648,2.26539455330278,1.95063683073359,1.77400966717421,-0.684174140242556,-0.39951790198366,2.35168547672579,0.71076239446961,1.15729474386151,0.913302900323106,0.21617729433827,1.43230517759907,1.45146815008838,-0.222218890097695,-0.575595370741666,0.494063393941365,-0.916560689622987,-1.62746527008315,-1.62746527008315,-0.337982961404209,1.46320096273358,0.775217796597413,1.20902222135282,2.01329522648766,-0.168795699936654,1.3501848636005,0.904406350148754,1.78514683310163,1.05434306971854,2.17659592541347,1.61034114136342,0.949229105261407,0.727038623292566,2.12366974214307,-0.315086494107789
s20,Classical,1.64360299653524,2.51856633653409,-0.249029810401998,-0.401543905483013,-0.908757534478016,1.42072625961531,1.2973388064976,1.77174079687846,3.00403943891764,-1.5096418645747,-1.73110565765185,0.437707079091479,-0.993037223134668,-1.66489983015949,-1.73110565765185,1.51631776959579,1.37183333287444,1.08294020836064,-0.121595727186721,-0.00380454553597987,-1.61948123789784,-0.930635228026376,1.92737161777594,1.07000580629722,0.972441426487527,-1.12091277541529,-1.73110565765185,0.982537669311107,0.31085180863685,0.37994568924271,0.681415530321293,0.2975805721924,1.07265851577204,0.652660470657211,-0.908757534478016,-1.35751570912085,-1.04893779424906,-1.21584065956828,-1.73110565765185,-1.73110565765185,-1.32540926464611,0.425372783977985,0.0110423841621695,0.544861961896502,1.76082060428327,-1.03117067831265,0.185947773673794,0.26892715321436,1.72576207708328,-0.150240202351537,-0.219049551237296,-0.601825966894661,-0.155123636294547,0.252762100717676,1.53697999564173,-1.23456330667913
s21,Classical,2.37653021072714,2.90390524522891,-0.61639422029356,0.262357021558775,-0.834455980158181,1.81167221671135,0.912016219013294,3.79216445582245,3.96828794707901,0.774094857007335,-1.01084703539089,1.9837130399771,-0.715600712798797,0.757334427774989,0.115138207299927,2.49174870725658,2.56778790281474,1.05381883333579,0.31502370202368,0.695581242382953,0.652927362796064,-1.12001211343268,2.53976688276631,1.14948085681061,0.991113547733349,-0.600469337153996,-1.62806165279826,2.15240815206022,0.470260037587453,1.65602731979545,0.911455353937615,0.512821988301899,1.32788540860418,1.35207753848373,-0.5547926911713,1.13914844174555,2.29694200619675,2.31496395436119,0.380608755127989,0.633772438453343,-0.800681378782305,1.35605336263889,-0.0709425536318893,0.915558802492942,1.56718075684703,0.585383987109211,1.83111707319171,1.08809749399268,2.54173199930636,0.282754045225423,0.991955330274746,-0.565591885920879,0.639409346331299,0.511240580601182,2.46520473801481,-0.857318585513836
s22,Exocrine-like,2.42208960758481,2.10813875436143,-0.780642286244237,1.66585339370609,-1.0577141659166,1.2443886065806,0.707429527304723,2.73414792615593,3.12275031169919,1.58917503839968,0.230868229190801,3.03164709492466,-0.643797650493392,1.9428430867474,1.37846381907378,1.7960595683419,2.22704877764828,1.16540504395873,0.253834833966053,0.810236998026148,1.2664018058245,-0.806020185680724,2.16451674481832,1.83148953174872,1.00884609398996,-0.551098181709128,-1.48666144989515,2.11410875763066,0.504496479670473,1.63850747476131,0.870155901315291,0.0864815409474828,0.786524355197173,1.4942317736048,-0.909775808131421,2.26056206704777,2.55206169278918,2.7902351286239,0.709827937176169,-0.056167180836258,-0.425531633220019,1.32112882409797,0.677005477748544,1.04672550063271,0.838419930714064,2.09905523573125,2.85158525614233,0.66589299474462,2.97097448268422,1.00313195845615,2.32784162186785,0.799324576987735,0.603725240423337,0.544160032767255,2.52461406633392,-1.13179469142282
s23,Classical,2.0752522167332,2.98448329415431,-0.895212362363677,0.402495180905948,-1.32148483547318,1.83064392953147,2.48999863168602,1.96972126287005,2.26457309971221,-1.3494076955324,-1.46857520451713,-0.056973936854261,-0.0593811587899195,-1.46857520451713,-1.46857520451713,1.62857789405964,1.74430384719681,1.28572415550045,0.144177414036608,0.875524043018794,-1.41906658367456,-1.32148483547318,2.16210310603062,0.618706406629813,1.47195353494123,0.252584076832226,-0.775169802159478,1.03982835611998,1.01643714041512,0.609416303280295,1.63749497624093,0.109060391839322,1.17330582660321,1.17500063403767,-0.435056903812616,-1.14613649298303,-0.86903807911687,-0.375038164073697,-1.46857520451713,-1.46857520451713,1.55641118577615,1.25309578774383,0.780647702332882,1.30220474759752,0.961537982730198,-1.27326976177074,-0.262547374895156,0.419797606910864,0.815098122608009,0.629696845174091,-0.410395009995516,-1.02694383779679,0.355962758601721,-0.569423786396487,1.34215108356709,-0.469442177063783
s24,Exocrine-like,3.25188767504334,2.37363471122668,-1.48104246501008,0.282867825209496,-1.534067641433,1.17480403910004,1.24804205669815,1.97702646697776,3.11648588510023,3.55201498751592,1.68007994267869,2.73727552561698,-0.545891768867855,3.74158186184047,2.94594475237783,2.05218063925135,2.14132242850977,1.30153603721672,0.306737729360455,0.371204671583198,3.44150571018506,-0.921133197100951,1.71438404405403,1.40268078224049,1.24009253597899,-0.0187619667903027,-1.6165886334852,1.51934642964886,0.520462824583504,1.88680351818295,0.820169564734413,0.905428501889371,1.31623193942835,1.43089640583692,-0.604940095277616,4.01789220775863,4.50538052763372,4.47262218074109,1.633388980146,3.00133037762991,-1.11765452099278,1.22290591070538,0.235284944209654,0.890774429829485,1.29507965435574,0.816005423392794,2.55433136215157,0.47276988412279,4.11533289494089,0.742291870612784,2.36395006072871,2.3874422597816,0.412411613087252,0.611323852510528,2.17446551387129,-0.903074053502206
s25,Classical,2.07327959310183,2.77594545719918,-1.52449499621475,0.533040000382601,-1.45023952158758,1.25784233208447,0.235074128870253,1.11834929167963,3.79035777640249,-1.23300029652807,-1.69352308578711,2.60790164300008,-0.622769615933876,-1.57997680147294,-1.66100218506338,2.40701699168696,2.22218949007503,0.947297184673205,0.34690751476525,-0.183778069678093,-1.57997680147294,-1.32021753212408,2.20636108163745,1.10029783559878,0.809167452793497,-0.142331852189722,-1.61510183565908,1.81551587736878,0.112412391478246,0.996038319622089,0.365076705445189,-0.105832216202473,1.10955804190556,1.2185868514414,-0.797565528539017,-1.03142188941137,-0.0886847685130125,0.145019341001156,-1.59664273817131,-1.56467136276475,-1.08385724106453,0.282047236228836,-0.333084509176631,0.243110681793456,1.32990365311858,1.38360308212602,2.09108927846581,0.67827709167228,2.44929640120789,0.565681494709774,0.460610811881045,-0.465457196768849,0.163666329489608,0.514185720168211,2.08139080000011,-1.22775091105821
s26,Classical,2.09861526063949,3.2023228713779,-0.571028638466621,2.2866279064106,-1.58230137481614,2.1829504772559,0.31232818046243,3.58616101684477,3.16308570776745,-0.431497223371525,-1.49142007879118,1.73029564815913,-0.925876338676514,-0.907284306398147,-1.38666509298845,2.5506620085822,2.38412921109684,1.66230886261863,1.13949602844866,0.836330637378477,-0.690824674670485,-1.43307384800553,2.35739350178716,1.62256188484032,1.31605690587868,-0.690824674670485,-1.40121740656723,1.7128378640491,0.219514481515538,2.04447654030606,0.438187664215624,0.488411125084123,1.70611056495597,0.956189631074754,-0.453607518668229,0.235967530914122,2.07026394589443,1.05927360779657,-1.54459578244488,-0.965008196175776,-0.990954976551239,1.32645300614344,0.318473553834981,0.471841664684834,1.04714834354751,0.179926184926546,1.33381777538591,0.463100697659025,1.70959784747512,1.12249247448079,1.82885721798142,0.612624051601951,0.205365902536895,0.908019223904614,2.55732159336681,-0.500090005991841
s27,Classical,2.26518140173682,2.32574156022355,0.453600109031716,0.09337222420341,-0.599452377662522,1.04489883499686,0.0821014875826125,2.11115059258165,1.86754233765324,-0.735074527979663,-1.660936161222,0.938035600962103,-0.285858759509717,-1.21396581380846,-1.5650110114249,1.66572192644186,1.62704605698651,1.06739759543298,-0.143213422735604,1.20570978304852,-1.22932349207277,-1.19908901499764,1.43927714837001,0.969381884044348,0.623614231861508,-0.0735841637159699,-1.04795856434696,2.7637305278193,0.617359193702521,1.43501215755825,1.11067069221481,0.163406476475213,0.819251973488118,0.273946942402852,-0.547178730987377,-0.496966202115816,0.0449993354933371,-0.778420281098357,-1.59684931773425,-1.49079502935047,-0.601264263197853,0.143401265983566,-0.169616420571288,0.747232133580298,1.03208282356864,-0.318050549119317,0.464782030530176,0.690797075742568,-0.297616544331007,0.839041765373668,-0.170612674086734,0.131535779145383,0.196420796780362,-0.0993875454133541,1.7584005628795,-1.02994606542042
s28,Classical,2.70095470082801,3.00441895052923,-0.772267526499252,1.01217073170976,-1.26550237728364,1.43286364673407,1.02037996222421,3.47683313290601,3.4174803235849,1.18516824372239,-0.655763690981416,1.84187420774099,-0.24464291538392,0.831810824063765,0.433728216464846,2.49288403412748,2.36161397074612,0.787883143200013,0.195221585931105,0.610901381999189,0.840984764021915,-1.41233547157083,2.77780193883055,1.41238332090235,1.61802853346663,-0.137093310759559,-1.11262172566496,2.03127910417843,0.35472580014302,1.25291751811915,1.29508424323572,-0.0393060326678251,1.7591622711446,1.37153227087265,-0.194218112554198,1.36432022243328,2.38036010025346,2.18991106026394,0.988401005054871,0.395692380276409,0.77469866608495,1.64966042086608,0.682696546658267,0.9273141733625,2.04316143284966,0.357249657891682,1.5290385847273,1.11024312116937,2.21913099829356,0.563682835635733,0.95347951055528,0.275581318586472,0.642859607257482,0.644563381150364,2.05752110091733,-0.938797334674303
