,Subtype,ABCA8,ACTG2,ADAMTS1,ADGRL3,CDH11,CDH19,COL10A1,COL11A1,COL1A1,COL1A2,COL3A1,COL5A1,COL5A2,COMP,CTHRC1,DES,FABP4,FAP,FN1,FNDC1,GPM6B,GREM1,ID4,IGF1,INHBA,ITGA11,LMOD1,LUM,MEOX2,MMP11,MYH11,OGN,POSTN,PTX3,RBPMS2,RSPO3,SFRP2,SPARC,SULF1,SYNM,THBS2,VCAN,ZNF469
s11,Activated,0.858423862530475,0.0379563052821878,1.0373519475156,0.0561726304060698,1.82899994213148,-0.323261829506727,1.88562532772245,1.96748587259526,4.06403285443823,0.525312212475633,3.12185867953502,2.65536142912962,2.74405241329756,1.17050870386901,1.28909570416735,-0.414193644374622,-4.93414638214636E-08,1.586951711078,3.35752384524378,1.63603803585651,-0.364784832787975,0.918030670015929,-0.22993354573833,0.655159888422084,1.14397303981751,1.23973570959396,0.887993530176254,0.709745191446758,-0.515190354697124,0.649618544566885,1.63164572350897,0.826173685767635,1.86449109580225,-0.0193956765521052,-0.109684493061825,-0.357764277642269,2.00344237169799,2.81126229216204,2.40030113404988,-0.119939544657719,2.44040043247305,1.8680196684999,-0.00126434286268502
s12,Normal,0.155879307107763,0.00797074858664667,0.305695572908232,-0.23383548817637,0.972387998491852,-0.308378054204901,1.58163784452628,1.42969629412765,2.85400516133782,3.52827439931397,1.58861024082726,2.18568456173522,1.83448169800237,1.23413616635067,0.824981010907189,-0.20013447753153,-0.214188030843268,0.653835218925508,2.44537716907105,0.631547127535908,-0.407952143428249,3.70696993500148E-09,-0.000127278291868888,9.08519456562455E-10,0.829206461991304,0.755271532547576,0.438647692286455,1.86990886118272E-14,-0.0209019935505759,0.380968835071216,1.21053025209137,9.20370247299384E-12,0.000147634039721521,-0.182940369924528,-0.139173454947941,-0.00548650479610225,0.831834479068806,1.45951620402499,1.508218191438,-0.263931790071016,1.74317309320001,0.175460918589455,-0.0170683668917558
s13,Normal,0.421921892290776,0.00570444925911023,0.56353158790385,-0.152454743047213,1.0216307321381,-0.603840885727569,0.598186692895766,1.3968901564686,3.330645661311,3.48141896790534,2.46657400004633,2.32315100687475,2.28044061638105,0.911590439271156,1.065363497533,-0.246555772239229,-0.273687943343508,1.0508543229523,2.8231775930525,0.729786187177137,-0.350153144350897,0.0654992357878712,-5.5347908896078E-05,0.340821605777922,0.326050887312917,0.567870423040869,0.378091238876966,7.68219502879681E-12,-0.0288856395827611,0.0447697568093405,0.884515221784309,0.142758546599256,1.4650875526049,-0.20732758386417,-0.0540989881709463,-0.429574660404452,1.30817781090611,1.96865415902357,1.84677554927877,-0.190351530712172,1.81852067293716,0.689838561425421,-0.00862153282134617
s14,Activated,0.242801536116347,0.136469518724022,0.735441371744264,-0.178287708501001,1.74504774804683,-3.74338223541684E-05,2.52185410464912,2.6976727792945,4.9462326754945,0.119639052558856,3.38951613695909,2.66708543053513,3.12845075591151,1.37795104171811,1.7251752606615,-0.696272245036318,-0.329258481785331,1.36318460066363,3.66036404446774,1.59424551896337,-0.290035203230031,0.965711425736161,-0.234325242370774,1.43664696321821E-08,1.38932884505274,1.68479232603514,0.856570803498409,0.90277973045819,-0.487294023769206,0.0112892951702731,1.64649718408603,1.80311446802304E-12,2.140185316641,-0.181466852050393,-0.114312658509189,-0.0287852642857997,2.50366344554564,3.01200533559484,2.53397199728114,-0.221162898565355,2.62088438790926,1.59084384879178,-0.000161431555796394
s15,Normal,3.65399560179922E-06,0.0145136404243842,0.341523011206681,-0.407655166663078,1.01105730523686,-0.156928995456739,1.3267556593941,1.72437056050708,4.22279083999656,1.85803105739364,2.23662804539655,2.50182694552943,2.22371628085713,1.37782567974779,1.28067225059493,-0.258949090387844,-0.243672374239506,0.690108612308333,1.76103827528151,0.909290643770765,-0.407084521863087,0.365320096093609,-0.12993753203745,2.07675642030926E-09,0.786767132795845,1.05830723270146,0.609616391429259,2.2705123238835E-12,-0.560405163709206,0.0333837389118223,0.866575682230986,8.76797114155456E-12,0.000128219533581876,-0.179495842008646,-0.117885569786948,-0.00823111211415203,1.35220688430125,2.49425492514567,1.12108226808887,-0.257976567979654,1.84487297236913,1.7325478044153E-05,-0.106821948359579
s16,Normal,6.60952039960655E-06,0.0224267833174912,0.396868288037096,0.0187643308839007,1.35438865031494,-0.193299860240123,0.935498691535633,1.56003416915276,3.62665504943802,3.70400456104428,1.33280908046426,2.30738685634819,1.7985291591183,0.351808885085956,0.62789008878451,-0.618831304014552,-0.218411718499066,1.04118722355389,1.69555636991134,7.34699626226053E-10,-0.367208452573184,0.154165349424915,-0.000162349739583737,1.17888244194307E-09,0.374910207207644,0.752376351789404,0.378953689724854,4.25689156624458E-17,-0.00353120536104189,0.0261886264739799,0.773927766160402,2.09341538068914E-14,0.000128206747497817,-0.185487532184201,-0.0978659190277428,-0.00514515524276419,0.665280379327282,1.63905266786959,0.848428061057166,-0.31155196596691,1.2829054109789,0.270383001371184,-0.00104218161965009
s17,Activated,0.0167923342313919,0.0929177227160641,0.361327019799178,0.437695660076638,1.81403947796281,-0.191483624858015,2.4254393850971,2.92272269356653,5.0524662969137,0.105151800681518,3.53943512204691,2.66743497696948,3.20011765786313,1.0474591196518,1.54166756223875,-0.684049280853427,-0.347979526895117,1.73683622813328,4.76115944123815,1.53028405253701,-0.384643726116685,1.22331205143979,-0.0538674559522718,4.67534636936751E-09,1.49155586345706,1.92645475213055,0.661283114562204,0.588722203068152,-0.128706924597361,0.00120366171658797,1.32906292369626,5.1555827338319E-14,2.61088188611191,-0.296989292430168,-0.404331203990904,-0.0251568809964276,1.68182164394066,2.92858693169932,2.64259704237715,-0.247342902473469,2.91830597499543,1.81326969103838,-2.12699645898782E-05
s18,Activated,1.15603583454143E-05,0.11247728464638,0.236192184846153,-0.411257737881605,1.23357578653124,-0.201825439784019,2.12276200308514,2.68170965879177,4.27383483868375,0.691744936742294,2.88652417056846,2.66498447084602,2.55041887752017,1.1689802844519,1.35926672495069,-0.668856106300756,-0.201739878438653,1.05301395205946,3.27146627275481,1.67682960123843,-0.422682729058453,1.31313045820951,-0.0358304935303814,1.24088679953956E-09,1.14642429348718,1.85374482454612,0.570942017376666,0.0794232526423646,-0.0032719299957644,0.00578373307466819,1.16270111544357,5.02923907112261E-14,3.21817141872313E-05,-0.181903267698749,-0.148904334052817,-0.0077059431409499,1.82549381370617,2.36746627813732,1.63480776454142,-0.247595472509975,2.37341212759008,6.27154607558761E-05,-0.00176940881936382
s19,Activated,0.30005279458872,0.0192376530383866,0.874052160131942,-0.330933620552143,1.79502525510385,-0.250215365148383,2.37214107062963,2.40302071556662,5.01322799296244,0.125393668331495,3.59763973826791,2.66719825216064,3.07882946420271,1.37830331262547,1.48186989393143,-0.265444809259881,-0.262648089486199,1.46584646675059,3.37989974132215,1.35546450068613,-0.392656551119116,0.814055525714875,-0.225432272966391,1.5887323880454E-08,1.5152369431133,1.52644868162975,0.77387147794408,0.88684446717154,-0.412296359135577,0.0162211500848238,1.79447009520948,0.201886321183651,1.51483251694686,-0.196656656593742,-0.132455537981931,-0.0106818661898914,2.3514736560771,3.06667738475558,2.31853075508372,-0.221213727569221,2.63957769043883,1.82996680054366,-0.000417635213789582
s20,Normal,0.887203800608204,0.073179922996395,1.03161426765235,-0.105181096016509,0.882889072866376,-0.658722760965943,0.997633737469816,0.173841118857958,3.63487920554667,2.79564427118526,2.62334149903546,2.40822320955152,2.13803349007281,0.65610889483695,0.567298511101848,-1.77830526923321E-06,-2.87084314922356E-70,1.01649927799677,1.71791728782977,0.656177355018625,-0.369270033847926,0.153175546686378,-0.232842649958968,0.636246256572304,0.302813409075593,0.430440018082228,0.793777798726202,0.322312250539646,-0.488857409099312,0.767928080716601,1.70985409026891,0.774626564913589,5.85962381491377E-05,-0.0214560074766962,-0.153069518149637,-0.313739198196509,1.8312444003483,2.40668590540357,1.05207130847567,-0.0834896848017307,1.45734243206293,0.477022222394812,-0.00188367159055835
s21,Activated,0.393362691294834,0.0498602437511832,0.815272510452723,-0.385404043266321,1.72528544473424,-0.644694672410882,2.41186667939816,2.41968418745821,3.84247144275154,1.01694567372073,2.86003964762083,2.65429679228566,2.76116926931428,1.00064205641004,1.46064902885799,-0.281998092948805,-0.212099858976758,1.26995945794172,3.70648901473222,1.56868956767177,-0.384991014286653,0.676173228917797,-0.0903573698808588,5.8255601468133E-08,1.57328429642657,1.54100607022598,0.708641174273925,0.794482311821194,-0.0311964746581132,0.120924694602419,1.63661267296591,0.0477475584335519,0.979647439091084,-0.183193584470939,-0.126572750452754,-0.0213141279910266,1.78308973251466,2.49323705685617,2.39015819682507,-0.251840411686054,2.51775292199237,1.81115569429984,-0.00650440475152461
s22,Normal,0.503619392751555,0.00175210831108157,0.60868096419622,-0.125899992566807,1.45839985402883,-0.62768519046808,2.02540876257095,1.53717354646051,3.19080500540744,2.33491634173934,2.64280247850509,2.49166368619935,2.51795889574594,1.07664403063611,0.942831959142297,-0.273749219815664,-0.247855926857445,1.1476731632546,2.53966330231069,0.561553935762215,-0.359577246074672,7.63737709219225E-11,-0.117059267426861,2.59566196147256E-08,0.895880200509469,1.03240440905413,0.637201084633837,0.372776929675281,-0.225504974182538,0.660744489396293,1.40624523563209,0.352082402377012,7.41686909730736E-05,-0.187085722658267,-0.123659419964792,-0.00771762571395722,1.45021237438951,2.69100608855989,2.04108379947449,-0.201735598092896,2.20901701036268,1.39356627031578,-0.198433579375164
s23,Activated,0.0560408834092605,0.109784643161979,0.270772482823754,-0.251941739362755,1.40642220849062,-0.797212840644589,1.55521613636637,2.13009538003801,4.46894325546431,0.549250681308103,2.82468894015666,2.66685982821972,2.50853615606038,0.486677648658861,1.20655309259515,-7.87587633530042E-71,-0.283264751768115,1.17730435095182,3.4189560458065,0.694588672484967,-0.402404791256489,1.20526801888549,-0.00033045683181763,1.78434116714388E-09,0.665268019866883,1.4142474557093,1.03278168333003,4.77334635670504E-14,-0.00497144478119974,0.0139171136682814,1.71768899887495,7.54880490839907E-14,1.22135478692238,-0.16391903263348,-0.646535103329513,-0.412965840626987,0.73621046986714,2.48116745950542,1.86764422414507,-0.00130384152364643,2.06216148457554,0.721439400316919,-0.000259483458597566
s24,Normal,0.59712420549304,0.0243744152012708,1.03635338018886,-0.0322787097272157,0.838682353780671,-0.659718202145606,1.97349863318161E-16,2.26338975611796E-10,3.8875544553772,2.527998020034,3.02464258313947,2.56857592782237,2.32149294127648,0.292118279223251,0.727894360257685,-3.00883548961246E-68,-0.620385849829349,0.919093950801923,2.08957023833239,0.580950053836807,-0.368508703674976,1.02991699491404,-0.132040828527569,0.689472474520815,0.647762034626285,0.386396297718048,1.08186906238661,1.28218325470597E-12,-0.399423428084388,0.29480311712594,1.73099898386006,0.79646870292626,0.6104403554205,-0.578218118486984,-0.587220719151164,-0.161939265508984,1.46942790304299,2.28377505064536,1.39198377073926,-8.79831003265255E-06,1.45871493664807,0.158573329102675,-0.00256027369446375
s25,Normal,0.24039598617893,0.00682612310622642,0.943438182012033,-0.224244780214482,0.959128748325157,-0.180652734144281,1.23831435856138,1.10166424739731,3.40008909565965,3.25110212229888,2.3088856762713,2.42975836528069,1.99620164511441,1.03321512164531,0.694084159066051,-0.221413163777143,-0.338816070837436,0.946792313275662,2.41967894518322,0.526288989054484,-0.402294203039461,1.52575884844212E-10,-0.159484639223514,0.113406018430831,0.591413545653882,0.433565884944095,0.490027904125772,8.4761984706258E-14,-0.194857291049253,0.581895239770782,1.12028315854636,0.0189544914508693,0.000151296303897766,-0.204804214781611,-0.160225987668906,-0.0124104832767317,1.41602243252769,2.40355495861443,1.38196808962736,-0.216789894917744,1.61693480946571,0.339565167565516,-0.0104382119970181
s26,Activated,7.53693593063395E-06,0.0634427265311732,0.432344523002169,-0.100073960775062,1.56831101961198,-0.152250101930464,2.16917193931494,2.33724711128739,4.92700451805731,0.22011994474776,3.13818105112776,2.66719978814231,2.70147136844578,1.37809630979047,1.4558818610375,-0.680820527858613,-0.222484999438953,1.10154829196233,3.47114383505064,1.34508015250728,-0.412158737048903,0.358046194258354,-0.0882301610543967,4.02418818864389E-09,1.2653945574803,1.42143036564355,0.613816650082084,0.296593514316597,-0.0205378023923731,0.018587057622864,1.45023002320857,2.51254706471151E-14,1.27061824354441,-0.18269129291778,-0.0942716540841462,-0.0162652461415858,2.39803562963971,2.63920288001633,2.1607363465698,-0.256395863103591,2.51237007887639,0.918358391617173,-0.000115832123872379
s27,Activated,0.634403705691309,0.00768993369115326,0.556590692394623,-0.28885613586185,1.75509940076196,-0.280776950619001,1.85941845651341,1.61055984366999,4.78189973223313,0.211973688161511,3.68129265569244,2.66476308473649,2.73180748996504,0.962946260323244,1.26927636355841,-0.678661478984925,-0.32450468836157,1.38755432320733,2.94481543490289,1.93584115027534,-0.391773730408059,0.603280942677049,-0.0833516121014602,0.695054338199389,0.737782411777634,1.2151641476461,0.701088565902092,0.676823336203804,-0.448378579734268,0.530076019931431,1.41816614475397,0.463361989011613,1.26991443703682,-0.188718968339365,-0.100701536485244,-0.447958432263459,2.43495253121207,2.85652445210889,1.90236659686271,-0.177424190957391,2.34520640542058,1.80625832860859,-0.000172584411498041
s28,Normal,0.242180362272659,0.0489394445874851,1.04298522922275,-0.292798793830978,0.856839238606293,-0.215312820942378,1.0032817142,1.20826635049965,3.52526236832959,3.25323597044549,2.08983928684715,2.42190216458309,2.13914004054135,1.32114732945481,0.865135351826795,-1.94953260688903E-05,-2.14246899466579E-08,0.928724992834324,3.21420478361807,0.860745803045079,-0.410344910951006,0.0912019934613024,-0.0855775856351432,0.0946667738054308,0.583881367262445,0.79522273391996,0.567446650321758,7.00146871641462E-14,-0.0168943069769377,0.721441509119402,1.41524652843562,9.40587846313236E-12,1.43939199402426,-0.273239721156144,-0.184301518530102,-0.0291503321040121,1.01644689532209,2.08544958274723,1.7091349970574,-0.179066543462273,1.80341848637578,1.12225105198724,-0.00452112810571059
s29,Activated,0.0819227969479952,0.045214161976197,0.215235553007442,-0.470368697393577,1.81368615198242,-0.1811554515614,2.30231342328108,2.31020364355433,4.22920348062246,0.623525254593229,2.98183540387011,2.66607706004008,2.77561562289352,1.37796385926036,1.53690771954973,-0.485266444888893,-0.210482359145212,1.29735124412738,3.54451994593537,1.70962429408601,-0.40466576211149,0.657930358369485,-0.00018048800926536,8.60817521307373E-08,1.09077041740485,1.51270872736145,0.642354415213477,0.55735807734493,-0.00686342050815033,0.208721060039423,1.26879177317796,4.55693342455184E-13,0.102487838031926,-0.195802528046867,-0.122567636324601,-0.00669146237468754,2.19825804342294,2.59688927598457,2.4060050701006,-0.262416586785745,2.64238294144537,1.59069266687108,-0.000324639018961119
s30,Normal,0.111876584041367,0.0307448748352807,0.960054732850917,-0.0819537225218014,0.663538364253639,-0.198282369115161,1.02930941173504,0.322548278800365,2.94177798195031,3.52010969086591,1.52009086736177,2.21798780627608,1.74455790864593,0.72630882176736,0.833903880311492,-0.642732941202284,-0.263944830971001,0.912523366769855,1.99377465488349,1.15010901863745,-0.411893010146196,0.26150392994875,-0.0923897263368615,0.0131422906221534,0.260337873624895,0.864792263901209,0.56104837975656,7.34230979575684E-16,-0.0291772674549704,0.50393799848694,1.57179278524118,2.49161745580261E-12,0.757797697546841,-0.196428904735271,-0.599939988313167,-0.0257356526878899,0.344307430737806,2.05633883270514,1.50682848691983,-0.168377093058892,1.46031503597359,3.53460202765002E-05,-0.00549350717479225
s31,Activated,0.463645687922099,0.0636410431195149,0.987363046031025,-0.0719040813995146,1.32444802658618,-0.754563327876478,1.4908346478813,1.56835612307895,4.29519345353478,0.727398786084858,3.01969368985017,2.65638385322947,2.53941488760696,1.37787445616219,1.11452445526527,-0.0491628803081173,-0.0183433919082826,0.980876098704508,3.13520774192412,1.04917921149213,-0.365941844797406,0.5008340379326,-0.101575310229011,0.484343653188897,0.502767958870689,1.05198531229451,0.829423991139452,0.671672777994881,-0.404644149610908,0.256525716406592,1.7519542593456,0.566387992176301,3.40612978387488E-05,-0.221740727032269,-0.184569745285441,-0.455614905499121,1.88419025190088,2.68513190248091,1.76548724027746,-0.140477675916373,1.99660861443384,0.763039265746158,-0.000266790918446958
s32,Activated,0.708165342980936,0.132240439474349,1.03683679203946,0.15342069609046,1.80960282059438,-0.000516790432920616,2.18639432375735,2.20443831929781,5.08387226175868,0.107578166667689,4.00819545388964,2.66708587249142,3.12909542108351,1.37830651531999,1.68829181341543,-4.99378705712784E-07,-0.640996185740846,1.72879581496554,3.70473987660934,2.10293004510956,-0.356335743922848,1.09668566621998,-0.235911512371153,1.15050059031402,1.563688098554,1.44706379383151,0.913401406160673,0.880317814028373,-0.498305043656436,0.0769087863973119,1.69769979601615,0.614727995414395,2.31572883301403,-0.228443169490123,-0.599125050181933,-0.188202413349252,2.8050944850576,3.19109392155137,2.8105147705976,-0.0771873614156631,2.69343874782561,2.32349372089345,-6.80823166147258E-06
s33,Normal,0.00600998749959248,0.0466544884486193,1.05258463266708,-0.296058399457128,0.862355219454173,-0.792549895883045,1.10216893131018,1.75794513678895,3.83274038393246,2.5017852019106,2.61826954540127,2.66374325048801,2.58215943717669,0.632516663966403,0.873636740046447,-0.461801532708386,-0.23147004885486,1.01075427150321,3.07879978027632,1.2002664754539,-0.406546023377092,0.609753035240937,-0.0224990051798913,5.34587038120241E-09,1.08581392187142,0.985474384308186,0.384560155376023,1.26986138357222E-15,-0.0048129134002235,0.351624121019631,0.978067044939181,1.09261010556106E-13,1.64407448511076,-0.200421043967488,-0.367902879217284,-0.012827444796313,1.2555406842278,2.36594404757914,1.85777612265777,-0.0263470016135741,2.04377451108436,0.449907506756989,-0.000940732147461054
s34,Normal,3.30017293114634E-05,0.00493544849724355,0.187711488498834,-0.0249207115065193,5.59834964833616E-17,-0.175756499167481,0.0614287563498685,4.07207548056219E-10,1.17889678816504,2.15137927716508,9.695093724621E-11,1.51085964441515,0.700349615354052,0.925751310973569,1.99255940721843E-14,-0.21888642903713,-0.244428928588379,4.43460719031289E-10,1.51563490458647E-15,3.54791794911837E-10,-0.410341309829103,5.46833379348166E-14,-5.74788519394022E-05,5.87078516781998E-10,3.23796902018033E-14,1.44942650700345E-07,0.302985483906687,8.07930641864801E-24,-0.00346848900084635,0.642403946552313,0.821683262021642,3.7142152484126E-14,5.99795611817783E-11,-0.175813282949378,-0.0974434273896827,-0.0051728689081393,9.60986470208795E-36,0.636021651858362,1.37227783356843E-19,-0.192065187366194,0.114896697770383,5.39964671180121E-05,-0.0332789395697443
s35,Normal,4.4223121976961E-05,0.00533175437721462,0.373112989662487,-0.0283535521190771,1.22471149948118E-17,-0.185675831651623,0.0150038580384436,5.74822401597239E-10,0.919569943995728,1.83669107136743,8.68764063540843E-12,1.24520348898882,0.506094415177568,0.181648809328957,3.22925716644282E-16,-0.257291163212875,-0.251577694335273,9.06915324247582E-11,3.98130966800572E-16,1.4143530667473E-10,-0.398172995957003,5.2394422635896E-14,-5.91050405994802E-05,2.49514450325248E-09,4.30637276130508E-15,5.98993521212963E-08,0.37055046858103,1.35146275079806E-23,-0.00439500892642497,0.140061524880923,0.990732580246177,7.35884390684028E-12,1.10482721298333E-11,-0.186584017384937,-0.0760339199559011,-0.00592629094734346,2.99825738706834E-30,0.242801158408733,2.36520489964869E-19,-0.293081813182713,0.29137332014433,6.74428246684346E-08,-0.284024936445391
